State,District,age_0_5,age_18_greater,age_5_17,bio_age_17_,bio_age_5_17,demo_age_17_,demo_age_5_17,Dropout_Risk,Total_Migration_Velocity,Dormancy_Score
Haryana,Bhilwara,0,0,0,41846,52460,0,0,-52459.0,0,0.0
Haryana,Bhind,0,0,0,25504,44523,0,0,-44522.0,0,0.0
Haryana,Bhiwani,3749,17,203,128540,80134,30360,4003,-105.87383302213924,30360,0.0005599288560982
Haryana,Bhojpur,0,0,0,47576,31953,0,0,-31952.0,0,0.0
Haryana,Bhopal,0,0,0,80973,75525,0,0,-75524.0,0,0.0
Haryana,Bid,0,0,0,5998,417,0,0,-416.0,0,0.0
Haryana,Bidar,0,0,0,32981,29533,0,0,-29532.0,0,0.0
Haryana,Bijapur,0,0,0,41822,24704,0,0,-24703.0,0,0.0
Haryana,Bijapur(KAR),0,0,0,5,2,0,0,-1.0,0,0.0
Haryana,Bijnor,0,0,0,58878,118879,0,0,-118878.0,0,0.0
Haryana,Bikaner,0,0,0,57080,51366,0,0,-51365.0,0,0.0
Haryana,Bilaspur,0,0,0,115053,42869,0,0,-42868.0,0,0.0
Haryana,Birbhum,0,0,0,48865,38560,0,0,-38559.0,0,0.0
Haryana,Bishnupur,0,0,0,7900,13920,0,0,-13919.0,0,0.0
Haryana,Biswanath,0,0,0,2050,4996,0,0,-4995.0,0,0.0
Haryana,Bokaro,0,0,0,53777,38242,0,0,-38241.0,0,0.0
Haryana,Bokaro *,0,0,0,0,1,0,0,0.0,0,0.0
Haryana,Bongaigaon,0,0,0,7680,17754,0,0,-17753.0,0,0.0
Haryana,Botad,0,0,0,5164,9036,0,0,-9035.0,0,0.0
Haryana,Boudh,0,0,0,10011,8714,0,0,-8713.0,0,0.0
Haryana,Budaun,0,0,0,25569,62058,0,0,-62057.0,0,0.0
Haryana,Budgam,0,0,0,4047,14096,0,0,-14095.0,0,0.0
Haryana,Bulandshahar,0,0,0,77,25,0,0,-24.0,0,0.0
Haryana,Bulandshahr,0,0,0,37557,112445,0,0,-112444.0,0,0.0
Haryana,Buldana,0,0,0,22553,2388,0,0,-2387.0,0,0.0
Haryana,Buldhana,0,0,0,100806,68273,0,0,-68272.0,0,0.0
Haryana,Bundi,0,0,0,24571,28274,0,0,-28273.0,0,0.0
Haryana,Burdwan,0,0,0,1,1,0,0,0.0,0,0.0
Haryana,Burhanpur,0,0,0,35468,28940,0,0,-28939.0,0,0.0
Haryana,Buxar,0,0,0,26399,20709,0,0,-20708.0,0,0.0
Haryana,Cachar,0,0,0,17011,32032,0,0,-32031.0,0,0.0
Haryana,Central Delhi,0,0,0,26464,20155,0,0,-20154.0,0,0.0
Haryana,Chamarajanagar,0,0,0,995,303,0,0,-302.0,0,0.0
Haryana,Chamarajanagar *,0,0,0,20,9,0,0,-8.0,0,0.0
Haryana,Chamba,0,0,0,15127,12082,0,0,-12081.0,0,0.0
Haryana,Chamoli,0,0,0,11873,9761,0,0,-9760.0,0,0.0
Haryana,Champawat,0,0,0,9074,8455,0,0,-8454.0,0,0.0
Haryana,Champhai,0,0,0,4030,11156,0,0,-11155.0,0,0.0
Haryana,Chamrajanagar,0,0,0,10610,12205,0,0,-12204.0,0,0.0
Haryana,Chamrajnagar,0,0,0,1038,392,0,0,-391.0,0,0.0
Haryana,Chandauli,0,0,0,23272,53016,0,0,-53015.0,0,0.0
Haryana,Chandel,0,0,0,3358,3473,0,0,-3472.0,0,0.0
Haryana,Chandigarh,0,0,0,21828,45460,0,0,-45459.0,0,0.0
Haryana,Chandrapur,0,0,0,111253,51723,0,0,-51722.0,0,0.0
Haryana,Changlang,0,0,0,2314,4597,0,0,-4596.0,0,0.0
Haryana,Charaideo,0,0,0,1592,4972,0,0,-4971.0,0,0.0
Haryana,Charkhi Dadri,924,0,28,17876,6680,13932,2237,-35.14718614718615,13932,0.0
Haryana,Chatra,0,0,0,30005,27757,0,0,-27756.0,0,0.0
Haryana,Chatrapati Sambhaji Nagar,0,0,0,1559,340,0,0,-339.0,0,0.0
Haryana,Chengalpattu,0,0,0,1815,2488,0,0,-2487.0,0,0.0
Haryana,Chennai,0,0,0,103359,77839,0,0,-77838.0,0,0.0
Haryana,Chhatarpur,0,0,0,59614,79291,0,0,-79290.0,0,0.0
Haryana,Chhatrapati Sambhajinagar,0,0,0,3403,736,0,0,-735.0,0,0.0
Haryana,Chhindwara,0,0,0,65153,52393,0,0,-52392.0,0,0.0
Haryana,Chhotaudepur,0,0,0,13521,16689,0,0,-16688.0,0,0.0
Haryana,Chickmagalur,0,0,0,12193,5544,0,0,-5543.0,0,0.0
Haryana,Chikkaballapur,0,0,0,16799,17272,0,0,-17271.0,0,0.0
Haryana,Chikkamagaluru,0,0,0,4799,7630,0,0,-7629.0,0,0.0
Haryana,Chikmagalur,0,0,0,862,158,0,0,-157.0,0,0.0
Haryana,Chirang,0,0,0,5222,13391,0,0,-13390.0,0,0.0
Haryana,Chitradurga,0,0,0,25547,23860,0,0,-23859.0,0,0.0
Haryana,Chitrakoot,0,0,0,15825,34487,0,0,-34486.0,0,0.0
Haryana,Chittaurgarh,0,0,0,1285,465,0,0,-464.0,0,0.0
Haryana,Chittoor,0,0,0,66086,130399,0,0,-130398.0,0,0.0
Haryana,Chittorgarh,0,0,0,22677,30954,0,0,-30953.0,0,0.0
Haryana,Chumukedima,0,0,0,379,194,0,0,-193.0,0,0.0
Haryana,Churachandpur,0,0,0,6038,7897,0,0,-7896.0,0,0.0
Haryana,Churu,0,0,0,54059,55686,0,0,-55685.0,0,0.0
Haryana,Coimbatore,0,0,0,122080,61903,0,0,-61902.0,0,0.0
Haryana,Cooch Behar,0,0,0,21028,16443,0,0,-16442.0,0,0.0
Haryana,Cuddalore,0,0,0,59941,68320,0,0,-68319.0,0,0.0
Haryana,Cuddapah,0,0,0,42475,93264,0,0,-93263.0,0,0.0
Haryana,Cuttack,0,0,0,63874,52699,0,0,-52698.0,0,0.0
Haryana,Dadra & Nagar Haveli,0,0,0,353,58,0,0,-57.0,0,0.0
Haryana,Dadra and Nagar Haveli,0,0,0,15464,9778,0,0,-9777.0,0,0.0
Haryana,Dahod,0,0,0,48019,53781,0,0,-53780.0,0,0.0
Haryana,Dakshin Bastar Dantewada,0,0,0,15996,5838,0,0,-5837.0,0,0.0
Haryana,Dakshin Dinajpur,0,0,0,18595,18047,0,0,-18046.0,0,0.0
Haryana,Dakshina Kannada,0,0,0,32764,30678,0,0,-30677.0,0,0.0
Haryana,Daman,0,0,0,2476,2509,0,0,-2508.0,0,0.0
Haryana,Damoh,0,0,0,52481,68464,0,0,-68463.0,0,0.0
Haryana,Dantewada,0,0,0,11696,3914,0,0,-3913.0,0,0.0
Haryana,Darbhanga,0,0,0,94105,78948,0,0,-78947.0,0,0.0
Haryana,Darjeeling,0,0,0,22019,11202,0,0,-11201.0,0,0.0
Haryana,Darjiling,0,0,0,1664,444,0,0,-443.0,0,0.0
Haryana,Darrang,0,0,0,6948,12576,0,0,-12575.0,0,0.0
Haryana,Datia,0,0,0,16311,25049,0,0,-25048.0,0,0.0
Haryana,Dausa,0,0,0,41682,47683,0,0,-47682.0,0,0.0
Haryana,Davanagere,0,0,0,3975,654,0,0,-653.0,0,0.0
Haryana,Davangere,0,0,0,42075,33563,0,0,-33562.0,0,0.0
Haryana,Debagarh,0,0,0,6586,6194,0,0,-6193.0,0,0.0
Haryana,Deeg,0,0,0,71,2,0,0,-1.0,0,0.0
Haryana,Deeg ,0,0,0,9,2,0,0,-1.0,0,0.0
Haryana,Dehradun,0,0,0,51971,47142,0,0,-47141.0,0,0.0
Haryana,Deoghar,0,0,0,29220,27732,0,0,-27731.0,0,0.0
Haryana,Deoria,0,0,0,48191,65305,0,0,-65304.0,0,0.0
Haryana,Devbhumi Dwarka,0,0,0,6772,14788,0,0,-14787.0,0,0.0
Haryana,Dewas,0,0,0,53299,47771,0,0,-47770.0,0,0.0
Haryana,Dhalai,0,0,0,12118,18517,0,0,-18516.0,0,0.0
Haryana,Dhalai  *,0,0,0,364,170,0,0,-169.0,0,0.0
Haryana,Dhamtari,0,0,0,52805,15194,0,0,-15193.0,0,0.0
Haryana,Dhanbad,0,0,0,86281,45268,0,0,-45267.0,0,0.0
Haryana,Dhar,0,0,0,59288,70451,0,0,-70450.0,0,0.0
Haryana,Dharashiv,0,0,0,372,91,0,0,-90.0,0,0.0
Haryana,Dharmapuri,0,0,0,29814,48870,0,0,-48869.0,0,0.0
Haryana,Dharwad,0,0,0,39351,34072,0,0,-34071.0,0,0.0
Haryana,Dhaulpur,0,0,0,190,89,0,0,-88.0,0,0.0
Haryana,Dhemaji,0,0,0,5185,9710,0,0,-9709.0,0,0.0
Haryana,Dhenkanal,0,0,0,34595,29088,0,0,-29087.0,0,0.0
Haryana,Dholpur,0,0,0,22168,41231,0,0,-41230.0,0,0.0
Haryana,Dhubri,0,0,0,12068,32940,0,0,-32939.0,0,0.0
Haryana,Dhule,0,0,0,99936,60353,0,0,-60352.0,0,0.0
Haryana,Dibang Valley,0,0,0,142,276,0,0,-275.0,0,0.0
Haryana,Dibrugarh,0,0,0,10362,12752,0,0,-12751.0,0,0.0
Haryana,Didwana-Kuchaman,0,0,0,2,0,0,0,1.0,0,0.0
Haryana,Dima Hasao,0,0,0,8,6,0,0,-5.0,0,0.0
Haryana,Dimapur,0,0,0,13612,6939,0,0,-6938.0,0,0.0
Haryana,Dindigul,0,0,0,102243,50469,0,0,-50468.0,0,0.0
Haryana,Dindori,0,0,0,24721,29259,0,0,-29258.0,0,0.0
Haryana,Diu,0,0,0,1268,1798,0,0,-1797.0,0,0.0
Haryana,Doda,0,0,0,13802,14115,0,0,-14114.0,0,0.0
Haryana,Dohad,0,0,0,11530,1973,0,0,-1972.0,0,0.0
Haryana,Domjur,0,0,0,3,0,0,0,1.0,0,0.0
Haryana,Dr. B. R. Ambedkar Konaseema,0,0,0,2304,2914,0,0,-2913.0,0,0.0
Haryana,Dumka,0,0,0,34538,31680,0,0,-31679.0,0,0.0
Haryana,Dungarpur,0,0,0,28237,42805,0,0,-42804.0,0,0.0
Haryana,Durg,0,0,0,88634,48913,0,0,-48912.0,0,0.0
Haryana,East,0,0,0,2761,2083,0,0,-2082.0,0,0.0
Haryana,East Champaran,0,0,0,94730,80683,0,0,-80682.0,0,0.0
Haryana,East Delhi,0,0,0,60748,45683,0,0,-45682.0,0,0.0
Haryana,East Garo Hills,0,0,0,1630,841,0,0,-840.0,0,0.0
Haryana,East Godavari,0,0,0,78545,161608,0,0,-161607.0,0,0.0
Haryana,East Jaintia Hills,0,0,0,586,1282,0,0,-1281.0,0,0.0
Haryana,East Kameng,0,0,0,1391,2122,0,0,-2121.0,0,0.0
Meghalaya,East Khasi Hills,0,0,0,10499,6617,0,0,-6616.0,0,0.0
Haryana,East Midnapore,0,0,0,14030,6789,0,0,-6788.0,0,0.0
Haryana,East Midnapur,0,0,0,8,0,0,0,1.0,0,0.0
Haryana,East Nimar,0,0,0,25233,8998,0,0,-8997.0,0,0.0
Haryana,East Siang,0,0,0,891,1590,0,0,-1589.0,0,0.0
Haryana,East Sikkim,0,0,0,1303,2124,0,0,-2123.0,0,0.0
Haryana,East Singhbhum,0,0,0,66132,51264,0,0,-51263.0,0,0.0
Haryana,East midnapore,0,0,0,1,1,0,0,0.0,0,0.0
Haryana,Eastern West Khasi Hills,0,0,0,5,2,0,0,-1.0,0,0.0
Haryana,Eluru,0,0,0,3307,3334,0,0,-3333.0,0,0.0
Haryana,Ernakulam,0,0,0,73763,51954,0,0,-51953.0,0,0.0
Haryana,Erode,0,0,0,67675,43264,0,0,-43263.0,0,0.0
Haryana,Etah,0,0,0,19365,56508,0,0,-56507.0,0,0.0
Haryana,Etawah,0,0,0,22280,43025,0,0,-43024.0,0,0.0
Haryana,Faizabad,0,0,0,23066,53829,0,0,-53828.0,0,0.0
Haryana,Faridabad,13455,362,3482,135919,119574,111223,13971,-43.43478260869565,111223,0.0032546932316766
Haryana,Faridkot,0,0,0,20846,11804,0,0,-11803.0,0,0.0
Haryana,Farrukhabad,0,0,0,16722,44749,0,0,-44748.0,0,0.0
Haryana,Fatehabad,2853,10,118,89541,62129,27261,3158,-107.88363126533471,27261,0.0003668109456386
Haryana,Fatehgarh Sahib,0,0,0,17391,13575,0,0,-13574.0,0,0.0
Haryana,Fatehpur,0,0,0,38017,60193,0,0,-60192.0,0,0.0
Haryana,Fazilka,0,0,0,27380,24189,0,0,-24188.0,0,0.0
Haryana,Ferozepur,0,0,0,27233,20176,0,0,-20175.0,0,0.0
Haryana,Firozabad,0,0,0,25539,68883,0,0,-68882.0,0,0.0
Haryana,Firozpur,0,0,0,7997,1521,0,0,-1520.0,0,0.0
Haryana,Gadag,0,0,0,14482,19143,0,0,-19142.0,0,0.0
Haryana,Gadag *,0,0,0,697,313,0,0,-312.0,0,0.0
Haryana,Gadchiroli,0,0,0,68991,29324,0,0,-29323.0,0,0.0
Haryana,Gajapati,0,0,0,25261,22253,0,0,-22252.0,0,0.0
Haryana,Ganderbal,0,0,0,5527,5183,0,0,-5182.0,0,0.0
Haryana,Gandhinagar,0,0,0,37969,30385,0,0,-30384.0,0,0.0
Haryana,Ganganagar,0,0,0,47210,38403,0,0,-38402.0,0,0.0
Haryana,Ganjam,0,0,0,78587,75078,0,0,-75077.0,0,0.0
Haryana,Garhwa,0,0,0,49530,35654,0,0,-35653.0,0,0.0
Haryana,Garhwa *,0,0,0,4110,482,0,0,-481.0,0,0.0
Haryana,Garhwal,0,0,0,134,16,0,0,-15.0,0,0.0
Haryana,Gariyaband,0,0,0,27493,9225,0,0,-9224.0,0,0.0
Haryana,Gaurela-pendra-marwahi,0,0,0,1482,388,0,0,-387.0,0,0.0
Haryana,Gautam Buddha Nagar,0,0,0,33894,41122,0,0,-41121.0,0,0.0
Haryana,Gaya,0,0,0,81938,74317,0,0,-74316.0,0,0.0
Haryana,Ghaziabad,0,0,0,75400,88059,0,0,-88058.0,0,0.0
Haryana,Ghazipur,0,0,0,43869,76237,0,0,-76236.0,0,0.0
Haryana,Gir Somnath,0,0,0,11305,18718,0,0,-18717.0,0,0.0
Haryana,Giridih,0,0,0,49008,45679,0,0,-45678.0,0,0.0
Haryana,Goalpara,0,0,0,6415,11457,0,0,-11456.0,0,0.0
Haryana,Godda,0,0,0,31324,37947,0,0,-37946.0,0,0.0
Assam,Golaghat,0,0,0,5379,8561,0,0,-8560.0,0,0.0
Haryana,Gomati,0,0,0,2444,10002,0,0,-10001.0,0,0.0
Haryana,Gonda,0,0,0,42060,82000,0,0,-81999.0,0,0.0
Haryana,Gondia,0,0,0,314,14,0,0,-13.0,0,0.0
Haryana,Gondiya,0,0,0,43472,28156,0,0,-28155.0,0,0.0
Haryana,Gondiya *,0,0,0,551,45,0,0,-44.0,0,0.0
Haryana,Gopalganj,0,0,0,45684,39327,0,0,-39326.0,0,0.0
Haryana,Gorakhpur,0,0,0,80609,66070,0,0,-66069.0,0,0.0
Karnataka,Gulbarga,0,0,0,34056,16948,0,0,-16947.0,0,0.0
Jharkhand,Gumla,0,0,0,45398,26958,0,0,-26957.0,0,0.0
Madhya_Pradesh,Guna,0,0,0,45142,74773,0,0,-74772.0,0,0.0
Haryana,Guntur,0,0,0,82926,152399,0,0,-152398.0,0,0.0
Punjab,Gurdaspur,0,0,0,68455,35027,0,0,-35026.0,0,0.0
Haryana,Gurgaon,6073,239,1509,85427,71048,102726,12568,-57.49497777045941,102726,0.0023265548492606
Haryana,Gurugram,1804,207,625,0,0,0,0,1.0,0,207.0
Haryana,Gwalior,0,0,0,49488,59876,0,0,-59875.0,0,0.0
Haryana,HOOGHLY,0,0,0,13,5,0,0,-4.0,0,0.0
Haryana,HOWRAH,0,0,0,9,6,0,0,-5.0,0,0.0
Haryana,Hailakandi,0,0,0,4359,11186,0,0,-11185.0,0,0.0
Haryana,Hamirpur,0,0,0,24974,37966,0,0,-37965.0,0,0.0
Haryana,Hanumakonda,0,0,0,5788,1372,0,0,-1371.0,0,0.0
Haryana,Hanumangarh,0,0,0,44685,35779,0,0,-35778.0,0,0.0
Haryana,Haora,0,0,0,18629,4406,0,0,-4405.0,0,0.0
Haryana,Hapur,0,0,0,13901,31784,0,0,-31783.0,0,0.0
Haryana,Harda,0,0,0,16326,17053,0,0,-17052.0,0,0.0
Haryana,Harda *,0,0,0,6929,1778,0,0,-1777.0,0,0.0
Haryana,Hardoi,0,0,0,43971,125972,0,0,-125971.0,0,0.0
Haryana,Hardwar,0,0,0,325,112,0,0,-111.0,0,0.0
Haryana,Haridwar,0,0,0,36315,55752,0,0,-55751.0,0,0.0
Haryana,Hasan,0,0,0,5483,1639,0,0,-1638.0,0,0.0
Haryana,Hassan,0,0,0,16612,22270,0,0,-22269.0,0,0.0
Haryana,Hathin,0,0,0,1,0,0,0,1.0,0,0.0
Haryana,Hathras,0,0,0,16546,52600,0,0,-52599.0,0,0.0
Haryana,Haveri,0,0,0,29074,29174,0,0,-29173.0,0,0.0
Haryana,Haveri *,0,0,0,775,243,0,0,-242.0,0,0.0
Haryana,Hawrah,0,0,0,5,2,0,0,-1.0,0,0.0
Haryana,Hazaribag,0,0,0,5178,1408,0,0,-1407.0,0,0.0
Haryana,Hazaribagh,0,0,0,31233,32842,0,0,-32841.0,0,0.0
Haryana,Hingoli,0,0,0,55402,35371,0,0,-35370.0,0,0.0
Haryana,Hingoli *,0,0,0,4,0,0,0,1.0,0,0.0
Haryana,Hisar,5552,23,356,139682,111610,61786,7344,-99.51332853025936,61786,0.0003722465890883
Haryana,Hnahthial,0,0,0,6,7,0,0,-6.0,0,0.0
Haryana,Hojai,0,0,0,9026,11159,0,0,-11158.0,0,0.0
Haryana,Hooghiy,0,0,0,3,0,0,0,1.0,0,0.0
Haryana,Hooghly,0,0,0,75723,59696,0,0,-59695.0,0,0.0
Haryana,Hoshangabad,0,0,0,44250,39998,0,0,-39997.0,0,0.0
Haryana,Hoshiarpur,0,0,0,51113,28775,0,0,-28774.0,0,0.0
Haryana,Howrah,0,0,0,48430,36819,0,0,-36818.0,0,0.0
Haryana,Hugli,0,0,0,191,54,0,0,-53.0,0,0.0
Haryana,Hyderabad,0,0,0,143709,110765,0,0,-110764.0,0,0.0
Haryana,Idukki,0,0,0,23626,16397,0,0,-16396.0,0,0.0
Haryana,Imphal East,0,0,0,17077,27998,0,0,-27997.0,0,0.0
Haryana,Imphal West,0,0,0,20305,27171,0,0,-27170.0,0,0.0
Haryana,Indore,0,0,0,92989,89959,0,0,-89958.0,0,0.0
Haryana,JAJPUR,0,0,0,13898,16904,0,0,-16903.0,0,0.0
Haryana,Jabalpur,0,0,0,61559,67863,0,0,-67862.0,0,0.0
Haryana,Jagatsinghapur,0,0,0,18639,18936,0,0,-18935.0,0,0.0
Haryana,Jagatsinghpur,0,0,0,6725,2031,0,0,-2030.0,0,0.0
Haryana,Jagitial,0,0,0,3384,4474,0,0,-4473.0,0,0.0
Haryana,Jaintia Hills,0,0,0,5,0,0,0,1.0,0,0.0
Haryana,Jaipur,0,0,0,166087,130775,0,0,-130774.0,0,0.0
Haryana,Jaisalmer,0,0,0,16471,21047,0,0,-21046.0,0,0.0
Haryana,Jajapur,0,0,0,26652,22879,0,0,-22878.0,0,0.0
Haryana,Jajpur,0,0,0,147,68,0,0,-67.0,0,0.0
Haryana,Jalandhar,0,0,0,78592,42524,0,0,-42523.0,0,0.0
Haryana,Jalaun,0,0,0,22803,39686,0,0,-39685.0,0,0.0
Haryana,Jalgaon,0,0,0,209778,121065,0,0,-121064.0,0,0.0
Haryana,Jalna,0,0,0,91872,59155,0,0,-59154.0,0,0.0
Haryana,Jalor,0,0,0,39209,41841,0,0,-41840.0,0,0.0
Haryana,Jalore,0,0,0,9,1,0,0,0.0,0,0.0
Haryana,Jalpaiguri,0,0,0,40420,26763,0,0,-26762.0,0,0.0
Haryana,Jammu,0,0,0,44387,30996,0,0,-30995.0,0,0.0
Haryana,Jamnagar,0,0,0,34646,35250,0,0,-35249.0,0,0.0
Haryana,Jamtara,0,0,0,18630,15040,0,0,-15039.0,0,0.0
Haryana,Jamui,0,0,0,28519,34087,0,0,-34086.0,0,0.0
Haryana,Jangaon,0,0,0,101,66,0,0,-65.0,0,0.0
Haryana,Jangoan,0,0,0,2481,2556,0,0,-2555.0,0,0.0
Haryana,Janjgir - Champa,0,0,0,86,3,0,0,-2.0,0,0.0
Haryana,Janjgir Champa,0,0,0,76,9,0,0,-8.0,0,0.0
Haryana,Janjgir-champa,0,0,0,103827,32012,0,0,-32011.0,0,0.0
Haryana,Jashpur,0,0,0,36834,15484,0,0,-15483.0,0,0.0
Haryana,Jaunpur,0,0,0,58422,87943,0,0,-87942.0,0,0.0
Haryana,Jayashankar Bhupalpally,0,0,0,1938,1414,0,0,-1413.0,0,0.0
Haryana,Jehanabad,0,0,0,17227,12856,0,0,-12855.0,0,0.0
Haryana,Jhabua,0,0,0,32802,44850,0,0,-44849.0,0,0.0
Haryana,Jhajjar,2912,14,139,71428,53203,30077,3858,-90.35130494505496,30077,0.0004654564798191
Haryana,Jhajjar *,0,0,1,1,0,0,0,1.0,0,0.0
Haryana,Jhalawar,0,0,0,29983,36602,0,0,-36601.0,0,0.0
Haryana,Jhansi,0,0,0,35210,56237,0,0,-56236.0,0,0.0
Haryana,Jhargram,0,0,0,1950,1318,0,0,-1317.0,0,0.0
Haryana,Jharsuguda,0,0,0,10379,9873,0,0,-9872.0,0,0.0
Haryana,Jhunjhunu,0,0,0,898,396,0,0,-395.0,0,0.0
Haryana,Jhunjhunun,0,0,0,52471,39052,0,0,-39051.0,0,0.0
Haryana,Jind,4201,1,119,125552,76076,39868,5058,-89.54510830754582,39868,2.508214402167097e-05
Haryana,Jiribam,0,0,0,1336,368,0,0,-367.0,0,0.0
Haryana,Jodhpur,0,0,0,88182,96590,0,0,-96589.0,0,0.0
Haryana,Jogulamba Gadwal,0,0,0,4225,4257,0,0,-4256.0,0,0.0
Haryana,Jorhat,0,0,0,3761,7223,0,0,-7222.0,0,0.0
Haryana,Junagadh,0,0,0,58915,27406,0,0,-27405.0,0,0.0
Haryana,Jyotiba Phule Nagar,0,0,0,81,11,0,0,-10.0,0,0.0
Haryana,K.V.Rangareddy,0,0,0,313,82,0,0,-81.0,0,0.0
Haryana,K.v. Rangareddy,0,0,0,101516,88832,0,0,-88831.0,0,0.0
Haryana,KOLKATA,0,0,0,0,1,0,0,0.0,0,0.0
Haryana,Kabeerdham,0,0,0,12838,9126,0,0,-9125.0,0,0.0
Haryana,Kachchh,0,0,0,49033,59289,0,0,-59288.0,0,0.0
Haryana,Kaimur (Bhabua),0,0,0,33394,31393,0,0,-31392.0,0,0.0
Haryana,Kaithal,3269,16,117,102356,76991,29214,3975,-116.75925359437136,29214,0.0005476638712989
Haryana,Kakching,0,0,0,573,1119,0,0,-1118.0,0,0.0
Haryana,Kakinada,0,0,0,3730,5102,0,0,-5101.0,0,0.0
Haryana,Kalaburagi,0,0,0,20878,35948,0,0,-35947.0,0,0.0
Haryana,Kalahandi,0,0,0,44548,34340,0,0,-34339.0,0,0.0
Haryana,Kalimpong,0,0,0,209,316,0,0,-315.0,0,0.0
Haryana,Kallakurichi,0,0,0,1869,1867,0,0,-1866.0,0,0.0
Haryana,Kamareddy,0,0,0,5608,5160,0,0,-5159.0,0,0.0
Haryana,Kamle,0,0,0,79,50,0,0,-49.0,0,0.0
Haryana,Kamrup,0,0,0,8661,24380,0,0,-24379.0,0,0.0
Haryana,Kamrup Metro,0,0,0,9707,12134,0,0,-12133.0,0,0.0
Haryana,Kancheepuram,0,0,0,94632,86517,0,0,-86516.0,0,0.0
Haryana,Kanchipuram,0,0,0,3,0,0,0,1.0,0,0.0
Haryana,Kandhamal,0,0,0,26945,22629,0,0,-22628.0,0,0.0
Haryana,Kangra,0,0,0,38099,31365,0,0,-31364.0,0,0.0
Haryana,Kanker,0,0,0,26843,13012,0,0,-13011.0,0,0.0
Haryana,Kannauj,0,0,0,17237,40799,0,0,-40798.0,0,0.0
Haryana,Kanniyakumari,0,0,0,34975,18924,0,0,-18923.0,0,0.0
Haryana,Kannur,0,0,0,57789,41432,0,0,-41431.0,0,0.0
Haryana,Kanpur Dehat,0,0,0,17389,45504,0,0,-45503.0,0,0.0
Haryana,Kanpur Nagar,0,0,0,74050,75390,0,0,-75389.0,0,0.0
Haryana,Kanyakumari,0,0,0,6764,14919,0,0,-14918.0,0,0.0
Haryana,Kapurthala,0,0,0,31265,14980,0,0,-14979.0,0,0.0
Haryana,Karaikal,0,0,0,8292,4513,0,0,-4512.0,0,0.0
Haryana,Karauli,0,0,0,25905,41912,0,0,-41911.0,0,0.0
Haryana,Karbi Anglong,0,0,0,8884,18441,0,0,-18440.0,0,0.0
Haryana,Kargil,0,0,0,1892,2642,0,0,-2641.0,0,0.0
Haryana,Karim Nagar,0,0,0,894,228,0,0,-227.0,0,0.0
Haryana,Karimganj,0,0,0,7197,15710,0,0,-15709.0,0,0.0
Haryana,Karimnagar,0,0,0,62479,54110,0,0,-54109.0,0,0.0
Haryana,Karnal,4482,8,221,141454,68986,40223,6271,-75.95894689870593,40223,0.0001988862370723
Haryana,Karur,0,0,0,25112,20892,0,0,-20891.0,0,0.0
Haryana,Kasaragod,0,0,0,29540,31863,0,0,-31862.0,0,0.0
Haryana,Kasargod,0,0,0,1188,137,0,0,-136.0,0,0.0
Haryana,Kasganj,0,0,0,18378,42723,0,0,-42722.0,0,0.0
Haryana,Kathua,0,0,0,14335,17257,0,0,-17256.0,0,0.0
Haryana,Katihar,0,0,0,95717,82386,0,0,-82385.0,0,0.0
Haryana,Katni,0,0,0,37493,39402,0,0,-39401.0,0,0.0
Haryana,Kaushambi,0,0,0,17876,63928,0,0,-63927.0,0,0.0
Haryana,Kawardha,0,0,0,29599,13617,0,0,-13616.0,0,0.0
Haryana,Kendrapara,0,0,0,33081,30116,0,0,-30115.0,0,0.0
Haryana,Kendujhar,0,0,0,46882,36728,0,0,-36727.0,0,0.0
Haryana,Khagaria,0,0,0,33770,31717,0,0,-31716.0,0,0.0
Haryana,Khairagarh Chhuikhadan Gandai,0,0,0,834,109,0,0,-108.0,0,0.0
Haryana,Khairthal-Tijara,0,0,0,7,1,0,0,0.0,0,0.0
Haryana,Khammam,0,0,0,33588,41939,0,0,-41938.0,0,0.0
Haryana,Khandwa,0,0,0,18952,31610,0,0,-31609.0,0,0.0
Haryana,Khargone,0,0,0,76151,74032,0,0,-74031.0,0,0.0
Haryana,Khawzawl,0,0,0,2,2,0,0,-1.0,0,0.0
Haryana,Kheda,0,0,0,58758,43817,0,0,-43816.0,0,0.0
Haryana,Kheri,0,0,0,39791,113597,0,0,-113596.0,0,0.0
Haryana,Khorda,0,0,0,39653,38280,0,0,-38279.0,0,0.0
Haryana,Khordha,0,0,0,14447,2682,0,0,-2681.0,0,0.0
Haryana,Khordha  *,0,0,0,1,0,0,0,1.0,0,0.0
Haryana,Khowai,0,0,0,1768,5945,0,0,-5944.0,0,0.0
Haryana,Khunti,0,0,0,23356,13006,0,0,-13005.0,0,0.0
Haryana,Kinnaur,0,0,0,1902,1603,0,0,-1602.0,0,0.0
Haryana,Kiphire,0,0,0,2394,1171,0,0,-1170.0,0,0.0
Haryana,Kishanganj,0,0,0,65440,41461,0,0,-41460.0,0,0.0
Haryana,Kishtwar,0,0,0,8258,8901,0,0,-8900.0,0,0.0
Haryana,Koch Bihar,0,0,0,8153,2250,0,0,-2249.0,0,0.0
Haryana,Kodagu,0,0,0,7546,7024,0,0,-7023.0,0,0.0
Haryana,Kodarma,0,0,0,3097,1067,0,0,-1066.0,0,0.0
Haryana,Koderma,0,0,0,17780,15247,0,0,-15246.0,0,0.0
Haryana,Kohima,0,0,0,9501,2350,0,0,-2349.0,0,0.0
